time,Cache:DOSBytes,Cache:adminBytes,Cache:cacheTotalBytes,Cache:dataAdminBytes,Cache:dataBytes,Cache:lockBytes,Cache:lruDirtySize,Cache:lruMixedSize,Cache:nBINDeltasFetchMiss,Cache:nBINsFetch,Cache:nBINsFetchMiss,Cache:nBINsFetchMissRatio,Cache:nBinDeltaBlindOps,Cache:nBytesEvictedCACHEMODE,Cache:nBytesEvictedCRITICAL,Cache:nBytesEvictedDAEMON,Cache:nBytesEvictedEVICTORTHREAD,Cache:nBytesEvictedMANUAL,Cache:nCachedBINDeltas,Cache:nCachedBINs,Cache:nCachedUpperINs,Cache:nDirtyNodesEvicted,Cache:nEvictionRuns,Cache:nFullBINsMiss,Cache:nINCompactKey,Cache:nINNoTarget,Cache:nINSparseTarget,Cache:nLNsEvicted,Cache:nLNsFetch,Cache:nLNsFetchMiss,Cache:nNodesEvicted,Cache:nNodesMovedToDirtyLRU,Cache:nNodesMutated,Cache:nNodesPutBack,Cache:nNodesSkipped,Cache:nNodesStripped,Cache:nNodesTargeted,Cache:nRootNodesEvicted,Cache:nSharedCacheEnvironments,Cache:nThreadUnavailable,Cache:nUpperINsFetch,Cache:nUpperINsFetchMiss,Cache:sharedCacheTotalBytes,Checkpoints:lastCheckpointEnd,Checkpoints:lastCheckpointId,Checkpoints:lastCheckpointInterval,Checkpoints:lastCheckpointStart,Checkpoints:nCheckpoints,Checkpoints:nDeltaINFlush,Checkpoints:nFullBINFlush,Checkpoints:nFullINFlush,Cleaning:activeLogSize,Cleaning:availableLogSize,Cleaning:maxUtilization,Cleaning:minUtilization,Cleaning:nBINDeltasCleaned,Cleaning:nBINDeltasDead,Cleaning:nBINDeltasMigrated,Cleaning:nBINDeltasObsolete,Cleaning:nCleanerDeletions,Cleaning:nCleanerDisksReads,Cleaning:nCleanerEntriesRead,Cleaning:nCleanerRuns,Cleaning:nClusterLNsProcessed,Cleaning:nINsCleaned,Cleaning:nINsDead,Cleaning:nINsMigrated,Cleaning:nINsObsolete,Cleaning:nLNQueueHits,Cleaning:nLNsCleaned,Cleaning:nLNsDead,Cleaning:nLNsExpired,Cleaning:nLNsLocked,Cleaning:nLNsMarked,Cleaning:nLNsMigrated,Cleaning:nLNsObsolete,Cleaning:nMarkLNsProcessed,Cleaning:nPendingLNsLocked,Cleaning:nPendingLNsProcessed,Cleaning:nRepeatIteratorReads,Cleaning:nRevisalRuns,Cleaning:nToBeCleanedLNsProcessed,Cleaning:nTwoPassRuns,Cleaning:pendingLNQueueSize,Cleaning:protectedLogSize,Cleaning:protectedLogSizeMap,Cleaning:reservedLogSize,Cleaning:totalLogSize,Environment:btreeRelatchesRequired,Environment:environmentCreationTime,Environment:nBinDeltaDelete,Environment:nBinDeltaGet,Environment:nBinDeltaInsert,Environment:nBinDeltaUpdate,I/O:bufferBytes,I/O:endOfLog,I/O:nBytesReadFromWriteQueue,I/O:nBytesWrittenFromWriteQueue,I/O:nCacheMiss,I/O:nFSyncMaxTime,I/O:nFSyncRequests,I/O:nFSyncTime,I/O:nFSyncs,I/O:nFileOpens,I/O:nGroupCommitRequests,I/O:nGroupCommitWaits,I/O:nGrpCommitTimeouts,I/O:nLogBuffers,I/O:nLogFSyncs,I/O:nLogIntervalExceeded,I/O:nLogMaxGroupCommitThreshold,I/O:nNoFreeBuffer,I/O:nNotResident,I/O:nOpenFiles,I/O:nRandomReadBytes,I/O:nRandomReads,I/O:nRandomWriteBytes,I/O:nRandomWrites,I/O:nReadsFromWriteQueue,I/O:nRepeatFaultReads,I/O:nSequentialReadBytes,I/O:nSequentialReads,I/O:nSequentialWriteBytes,I/O:nSequentialWrites,I/O:nTempBufferWrites,I/O:nWriteQueueOverflow,I/O:nWriteQueueOverflowFailures,I/O:nWritesFromWriteQueue,Jvm:G1 Old Generation.count,Jvm:G1 Old Generation.time,Jvm:G1 Young Generation.count,Jvm:G1 Young Generation.time,Jvm:heap,Jvm:loadAverage,Locks:nLatchAcquireNoWaitUnsuccessful,Locks:nLatchAcquiresNoWaitSuccessful,Locks:nLatchAcquiresNoWaiters,Locks:nLatchAcquiresSelfOwned,Locks:nLatchAcquiresWithContention,Locks:nLatchReleases,Locks:nRequests,Locks:nWaits,Node Compression:cursorsBins,Node Compression:dbClosedBins,Node Compression:inCompQueueSize,Node Compression:nonEmptyBins,Node Compression:processedBins,Node Compression:splitBins,OffHeap:offHeapAllocFailure,OffHeap:offHeapAllocOverflow,OffHeap:offHeapBINsLoaded,OffHeap:offHeapBINsStored,OffHeap:offHeapCachedBINDeltas,OffHeap:offHeapCachedBINs,OffHeap:offHeapCachedLNs,OffHeap:offHeapCriticalNodesTargeted,OffHeap:offHeapDirtyNodesEvicted,OffHeap:offHeapLNsEvicted,OffHeap:offHeapLNsLoaded,OffHeap:offHeapLNsStored,OffHeap:offHeapLruSize,OffHeap:offHeapNodesEvicted,OffHeap:offHeapNodesMutated,OffHeap:offHeapNodesSkipped,OffHeap:offHeapNodesStripped,OffHeap:offHeapNodesTargeted,OffHeap:offHeapThreadUnavailable,OffHeap:offHeapTotalBlocks,OffHeap:offHeapTotalBytes,Op:priDelete,Op:priDeleteFail,Op:priInsert,Op:priInsertFail,Op:priPosition,Op:priSearch,Op:priSearchFail,Op:priUpdate,Op:secDelete,Op:secInsert,Op:secPosition,Op:secSearch,Op:secSearchFail,Op:secUpdate
2024-07-19 15:13:33.845 UTC, ,125,3159725,952,13872, , ,26, ,2792, , , , , , , , , ,26,26, , , , ,3,37, , , , , , , , , , , ,3, , , ,9595551,1218,1,573,573,1, ,2,4,1266,381373243392,-1,-1, , , , , ,1,12, , , , , , , , , , , , , , , , , , , , , , , , , ,1266, ,1721402013807, , , , ,3145728,1218, , , ,3,4,12,4,3,4, , ,3,5, , , , , , , ,38,1, , ,20480,3,1228,4, , , , ,1,82,144,418,197958160,1, , , , , , ,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2024-07-19 15:14:33.847 UTC, ,125,3337261,2696,190064,1344, ,40, ,5972, , , , , , , , , ,40,35, , , ,4,3,46, ,183, , , , , , , , , ,3, , , ,9773087,1218,1,573,573, , , , ,1266,381371879424,74,74, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1266, ,1721402013807, , , , ,3145728,2996, , , ,0, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , ,19,99,181531536,1, , , , , , ,13161,1, , , , ,3, , , , , , , , , , , , , , , , , , , , , , ,93, ,687,22,247,1980,144,1689, , , , , , 
2024-07-19 15:15:33.848 UTC, ,125,3398765,2696,251568,1344, ,44, ,5640, , , , , , , , , ,44,35, , , ,5,3,44, ,51, , , , , , , , , ,3, , , ,9834591,1218,1,573,573, , , , ,1266,381371252736,74,74, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1266, ,1721402013807, , , , ,3145728,2996, , , ,0, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , ,14,84,143144936,2, , , , , , ,3275, , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,22, ,368,76,65,952,5,842, , , , , , 
2024-07-19 15:16:33.849 UTC, ,125,3422045,2696,274848,1344, ,47, ,6089, , , , , , , , , ,47,35, , , ,7,3,44, ,270, , , , , , , , , ,3, , , ,9857871,1218,1,573,573, , , , ,1266,381370032128,74,74, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1266, ,1721402013807, , , , ,3145728,2996, , , ,0, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , ,14,36,153465040,2, , , , , , ,2106, , , ,2, ,2, , , , , , , , , , , , , , , , , , , , , , ,33, ,115,22,91,525,16,372, , , , , , 
2024-07-19 15:17:33.850 UTC, ,125,3417621,2696,270424,1344, ,47, ,5672, , , , , , , , , ,47,35, , , ,7,3,44, ,74, , , , , , , , , ,3, , , ,9853447,1218,1,573,573, , , , ,1266,381369233408,74,74, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1266, ,1721402013807, , , , ,3145728,2996, , , ,0, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , ,15,27,145215680,1, , , , , , ,573, , , ,1, , , , , , , , , , , , , , , , , , , , , , , , ,18, ,6, ,74,256, ,126, , , , , , 
2024-07-19 15:18:33.851 UTC, ,125,3414421,2696,267224,1344, ,47, ,5663, , , , , , , , , ,47,35, , , ,7,3,44, ,70, , , , , , , , , ,3, , , ,9850247,1218,1,573,573, , , , ,1266,381368283136,74,74, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1266, ,1721402013807, , , , ,3145728,2996, , , ,0, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , ,14,23,187677376,1, , , , , , ,631, , , ,1, , , , , , , , , , , , , , , , , , , , , , , , ,19, ,16, ,73,273, ,145, , , , , , 
2024-07-19 15:19:33.853 UTC, ,125,3408685,2696,261488,1344, ,47, ,5642, , , , , , , , , ,47,35, , , ,7,3,44, ,62, , , , , , , , , ,3, , , ,9844511,1218,1,573,573, , , , ,1266,381367488512,74,74, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1266, ,1721402013807, , , , ,3145728,2996, , , ,0, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , ,13,31,180902976,2, , , , , , ,562, , , ,1, , , , , , , , , , , , , , , , , , , , , , , , ,18, , , ,75,255, ,124, , , , , , 
2024-07-19 15:20:33.853 UTC, ,125,3400925,2696,253728,1344, ,46, ,5634, , , , , , , , , ,46,35, , , ,7,3,44, ,50, , , , , , , , , ,3, , , ,9836751,1218,1,573,573, , , , ,1266,381366566912,74,74, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1266, ,1721402013807, , , , ,3145728,2996, , , ,0, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , ,13,28,191931168,2, , , , , , ,497, , , ,1, ,1, , , , , , , , , , , , , , , , , , , , , , ,18, , , ,69,228, ,107, , , , , , 
2024-07-19 15:21:33.855 UTC, ,125,3396549,2696,249352,1344, ,46, ,5675, , , , , , , , , ,46,35, , , ,7,3,44, ,84, , , , , , , , , ,3, , , ,9832375,1218,1,573,573, , , , ,1266,381365760000,74,74, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1266, ,1721402013807, , , , ,3145728,2996, , , ,0, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , ,14,27,219336112,1, , , , , , ,552, , , ,2, , , , , , , , , , , , , , , , , , , , , , , , ,18, ,6, ,72,248, ,122, , , , , , 
2024-07-19 15:22:33.856 UTC, ,125,3391925,2696,244728,1344, ,46, ,5642, , , , , , , , , ,46,35, , , ,7,3,44, ,66, , , , , , , , , ,3, , , ,9827751,1218,1,573,573, , , , ,1266,381365030912,74,74, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1266, ,1721402013807, , , , ,3145728,2996, , , ,0, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , ,15,28,189438040,1, , , , , , ,516, , , ,1, , , , , , , , , , , , , , , , , , , , , , , , ,18, , , ,72,237, ,111, , , , , , 
2024-07-19 15:23:33.857 UTC, ,125,3386277,2696,239080,1344, ,46, ,5652, , , , , , , , , ,46,35, , , ,7,3,44, ,66, , , , , , , , , ,3, , , ,9822103,1218,1,573,573, , , , ,1266,381364367360,74,74, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1266, ,1721402013807, , , , ,3145728,2996, , , ,0, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , ,15,30,149096112,1, , , , , , ,476, , , ,1, , , , , , , , , , , , , , , , , , , , , , , , ,17, , , ,68,221, ,102, , , , , , 
2024-07-19 15:24:33.857 UTC, ,589,3379773,2696,232112,1344, ,45, ,5630, , , , , , , , , ,45,35, , , ,7,3,44, ,50, , , , , , , , , ,3, , , ,9815599,1218,1,573,573, , , , ,4230,381363712000,63,63, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4230, ,1721402013807, , , , ,3145728,4187, , , ,10, ,13, ,2, , , ,3,2, , , , , , , , , , , ,12288,2,2964,2, , , , , , ,14,29,144155944,1, , , , , , ,520, , , ,1, ,1, , , , , , , , , , , , , , , , , , , , , , ,17, ,6, ,72,228,1,107, , , , , , 
2024-07-19 15:25:33.858 UTC, ,589,3374109,2696,226448,1344, ,45, ,5560, , , , , , , , , ,45,35, , , ,7,3,44, ,50, , , , , , , , , ,3, , , ,9809935,1218,1,573,573, , , , ,4230,381363163136,63,63, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4230, ,1721402013807, , , , ,3145728,4187, , , ,0, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , ,13,29,173879048,2, , , , , , ,544, , , ,1, , , , , , , , , , , , , , , , , , , , , , , , ,19, ,4,1,71,240, ,117, , , , , , 
2024-07-19 15:26:33.859 UTC, ,589,3364461,2696,216800,1344, ,45, ,5664, , , , , , , , , ,45,35, , , ,7,3,44, ,62, , , , , , , , , ,3, , , ,9800287,1218,1,573,573, , , , ,4230,381362278400,63,63, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4230, ,1721402013807, , , , ,3145728,4187, , , ,0, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , ,15,41,152207464,1, , , , , , ,500, , , ,1, , , , , , , , , , , , , , , , , , , , , , , , ,20, , , ,60,200, ,100, , , , , , 
2024-07-19 15:27:33.860 UTC, ,589,3358573,2696,210912,1344, ,45, ,5636, , , , , , , , , ,45,35, , , ,7,3,44, ,69, , , , , , , , , ,3, , , ,9794399,1218,1,573,573, , , , ,4230,381361405952,63,63, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4230, ,1721402013807, , , , ,3145728,4187, , , ,0, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , ,15,37,222761248,1, , , , , , ,513, , , ,1, , , , , , , , , , , , , , , , , , , , , , , , ,18, ,5, ,66,223,1,109, , , , , , 
2024-07-19 15:28:33.861 UTC, ,589,3352469,2696,204808,1344, ,44, ,5621, , , , , , , , , ,44,35, , , ,7,3,44, ,78, , , , , , , , , ,3, , , ,9788295,1218,1,573,573, , , , ,4230,381360885760,63,63, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4230, ,1721402013807, , , , ,3145728,4187, , , ,0, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , ,14,25,192991840,1, , , , , , ,601, , , ,1, ,1, , , , , , , , , , , , , , , , , , , , , , ,19, ,8,2,112,260, ,129, , , , , , 
2024-07-19 15:29:33.862 UTC, ,589,3349077,2696,201416,1344, ,44, ,5199, , , , , , , , , ,44,35, , , ,7,3,44, ,87, , , , , , , , , ,3, , , ,9784903,1218,1,573,573, , , , ,4230,381360640000,63,63, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4230, ,1721402013807, , , , ,3145728,4187, , , ,0, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , ,8,24,216330848,2, , , , , , ,652, , , ,1, , , , , , , , , , , , , , , , , , , , , , , , ,19, ,12,1,119,281, ,139, , , , , , 
2024-07-19 15:30:33.863 UTC, ,589,3343277,2696,195616,1344, ,44, ,5305, , , , , , , , , ,44,35, , , ,7,3,44, ,96, , , , , , , , , ,3, , , ,9779103,1218,1,573,573, , , , ,4230,381360537600,63,63, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4230, ,1721402013807, , , , ,3145728,4187, , , ,0, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , ,11,23,190122576,2, , , , , , ,702, , , ,2, , , , , , , , , , , , , , , , , , , , , , , , ,21, ,10,2,116,295, ,160, , , , , , 
2024-07-19 15:31:33.864 UTC, ,589,3339901,2696,192240,1344, ,44, ,5328, , , , , , , , , ,44,35, , , ,7,3,44, ,91, , , , , , , , , ,3, , , ,9775727,1218,1,573,573, , , , ,4230,381360689152,63,63, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4230, ,1721402013807, , , , ,3145728,4187, , , ,0, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , ,11,18,212213296,1, , , , , , ,646, , , ,1, , , , , , , , , , , , , , , , , , , , , , , , ,19, ,14, ,114,275, ,142, , , , , , 
2024-07-19 15:32:33.865 UTC, ,589,3336485,2696,188824,1344, ,44, ,5326, , , , , , , , , ,44,35, , , ,7,3,44, ,82, , , , , , , , , ,3, , , ,9772311,1218,1,573,573, , , , ,4230,381360381952,63,63, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4230, ,1721402013807, , , , ,3145728,4187, , , ,0, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , ,11,48,193479008,1, , , , , , ,608, , , ,1, , , , , , , , , , , , , , , , , , , , , , , , ,18, ,12,1,108,258, ,132, , , , , , 
2024-07-19 15:33:33.865 UTC, ,589,3331157,2696,183496,1344, ,43, ,5303, , , , , , , , , ,43,35, , , ,7,3,44, ,87, , , , , , , , , ,3, , , ,9766983,1218,1,573,573, , , , ,4230,381359751168,63,63, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4230, ,1721402013807, , , , ,3145728,4187, , , ,0, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , ,10,44,154879872,1, , , , , , ,606, , , ,1, ,1, , , , , , , , , , , , , , , , , , , , , , ,18, ,10,1,112,260, ,129, , , , , , 
2024-07-19 15:34:33.866 UTC, ,589,3326781,2696,179120,1344, ,43, ,5309, , , , , , , , , ,43,35, , , ,7,3,44, ,100, , , , , , , , , ,3, , , ,9762607,1218,1,573,573, , , , ,4230,381349773312,63,63, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4230, ,1721402013807, , , , ,3145728,4187, , , ,0, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , ,9,66,146399472,2, , , , , , ,663, , , ,1, , , , , , , , , , , , , , , , , , , , , , , , ,20, ,14, ,116,282, ,147, , , , , , 
2024-07-19 15:35:33.867 UTC, ,589,3323517,2696,175856,1344, ,43, ,5316, , , , , , , , , ,43,35, , , ,7,3,44, ,91, , , , , , , , , ,3, , , ,9759343,1218,1,573,573, , , , ,4230,381351620608,63,63, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4230, ,1721402013807, , , , ,3145728,4187, , , ,0, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , ,7,61,221241224,2, , , , , , ,621, , , ,1, , , , , , , , , , , , , , , , , , , , , , , , ,18, ,12, ,112,265, ,134, , , , , , 
2024-07-19 15:36:33.868 UTC, ,589,3321381,2696,173720,1344, ,43, ,5295, , , , , , , , , ,43,35, , , ,7,3,44, ,78, , , , , , , , , ,3, , , ,9757207,1218,1,573,573, , , , ,4230,381351309312,63,63, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4230, ,1721402013807, , , , ,3145728,4187, , , ,0, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , ,12,20,187630352,2, , , , , , ,590, , , ,1, , , , , , , , , , , , , , , , , , , , , , , , ,18, ,12, ,104,252, ,131, , , , , , 
2024-07-19 15:37:33.868 UTC, ,589,3317085,2696,169424,1344, ,43, ,5303, , , , , , , , , ,43,35, , , ,7,3,44, ,82, , , , , , , , , ,3, , , ,9752911,1218,1,573,573, , , , ,4230,381351247872,63,63, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4230, ,1721402013807, , , , ,3145728,4187, , , ,0, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , ,11,17,207669832,1, , , , , , ,650, , , ,1, , , , , , , , , , , , , , , , , , , , , , , , ,19, ,14, ,114,275, ,142, , , , , , 
2024-07-19 15:38:33.869 UTC, ,589,3311741,2696,164080,1344, ,42, ,5325, , , , , , , , , ,42,35, , , ,7,3,44, ,100, , , , , , , , , ,3, , , ,9747567,1218,1,573,573, , , , ,4230,381351190528,63,63, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4230, ,1721402013807, , , , ,3145728,4187, , , ,0, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , ,11,16,167100552,1, , , , , , ,659, , , ,1, ,1, , , , , , , , , , , , , , , , , , , , , , ,20, ,12,1,120,284, ,144, , , , , , 
2024-07-19 15:39:33.870 UTC, ,589,3308229,2696,160568,1344, ,42, ,5299, , , , , , , , , ,42,35, , , ,7,3,44, ,78, , , , , , , , , ,3, , , ,9744055,1218,1,573,573, , , , ,4230,381351022592,63,63, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4230, ,1721402013807, , , , ,3145728,4187, , , ,0, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , ,11,19,188057176,1, , , , , , ,593, , , ,1, , , , , , , , , , , , , , , , , , , , , , , , ,18, ,10,1,108,254, ,128, , , , , , 
2024-07-19 15:40:33.872 UTC, ,589,3304765,2696,157104,1344, ,42, ,5299, , , , , , , , , ,42,35, , , ,7,3,44, ,78, , , , , , , , , ,3, , , ,9740591,1218,1,573,573, , , , ,4230,381350887424,63,63, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4230, ,1721402013807, , , , ,3145728,4187, , , ,0, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , ,11,21,140096688,1, , , , , , ,621, , , ,1, , , , , , , , , , , , , , , , , , , , , , , , ,19, ,10, ,114,267, ,134, , , , , , 
2024-07-19 15:41:33.873 UTC, ,589,3299053,2696,151392,1344, ,42, ,5300, , , , , , , , , ,42,35, , , ,7,3,44, ,78, , , , , , , , , ,3, , , ,9734879,1218,1,573,573, , , , ,4230,381350617088,63,63, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4230, ,1721402013807, , , , ,3145728,4187, , , ,0, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , ,10,22,223949464,1, , , , , , ,566, , , ,1, , , , , , , , , , , , , , , , , , , , , , , , ,19, ,2, ,114,251, ,118, , , , , , 
2024-07-19 15:42:33.874 UTC, ,589,3293405,2696,145744,1344, ,42, ,4224, , , , , , , , , ,42,35, , , ,7,3,44, ,278, , , , , , , , , ,3, , , ,9729231,1218,1,573,573, , , , ,4230,381350395904,63,63, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4230, ,1721402013807, , , , ,3145728,9756, , , ,4, ,27, , , , , ,3,8, , , , , , , , , , , , , ,5568,8, , , , , , ,12,27,111880392,1, , , , , , ,703, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,17, ,52, ,192,237, ,98, , , , , , 
